,Company,Industry,Country,Market_Value,Sales,Profits,Assets,Rank,DBpedia_URI,Market_Value_class,Sales_class,Profits_class,Assets_class,Rank_class
1015,BAE_Systems,Aerospace_&_Defense,United_Kingdom,18.8,26.3,1.7,36.2,325,http://dbpedia.org/resource/BAE_Systems,mid,mid,mid,mid,low
1016,Balfour_Beatty,Construction_Services,United_Kingdom,2.9,15.4,0.1,9.2,1680,http://dbpedia.org/resource/Balfour_Beatty,low,mid,low,mid,high
1017,Barclays,Major_Banks,United_Kingdom,62.3,55.7,-1.7,2422.5,400,http://dbpedia.org/resource/Barclays,high,high,low,high,low
1018,BG_Group,Oil_&_Gas_Operations,United_Kingdom,60.6,19.3,4.6,64.4,163,http://dbpedia.org/resource/BG_Group,high,mid,high,mid,low
1019,BP,Oil_&_Gas_Operations,United_Kingdom,130.4,370.9,11.6,301.0,18,http://dbpedia.org/resource/BP,high,high,high,high,low
1020,British_American_Tobacco,Tobacco,United_Kingdom,102.0,24.1,6.1,44.2,159,http://dbpedia.org/resource/British_American_Tobacco,high,mid,high,mid,low
1021,British_Land,Real_Estate,United_Kingdom,7.5,0.6,0.8,13.0,1206,http://dbpedia.org/resource/British_Land,low,low,mid,mid,high
1022,British_Sky_Broadcasting,Broadcasting_&_Cable,United_Kingdom,21.6,10.7,1.4,8.6,700,http://dbpedia.org/resource/British_Sky_Broadcasting,mid,mid,mid,mid,low
1023,BT_Group,Telecommunications_services,United_Kingdom,32.5,30.9,3.2,37.3,221,http://dbpedia.org/resource/BT_Group,mid,mid,high,mid,low
1024,Bunzl,Business_&_Personal_Services,United_Kingdom,6.5,8.7,0.3,4.8,1489,http://dbpedia.org/resource/Bunzl,low,low,mid,mid,high
1025,Burberry_Group,Apparel/Accessories,United_Kingdom,9.7,3.0,0.4,2.4,1571,http://dbpedia.org/resource/Burberry_Group,low,low,mid,mid,high
1026,Capita,Business_&_Personal_Services,United_Kingdom,8.7,5.4,0.4,6.3,1464,http://dbpedia.org/resource/Capita,low,low,mid,mid,high
1027,Carphone_Warehouse,Computer_&_Electronics_Retail,United_Kingdom,1.4,0.0,1.2,1.2,1726,http://dbpedia.org/resource/Carphone_Warehouse,low,low,mid,mid,high
1028,Centrica,Natural_Gas_Utilities,United_Kingdom,27.7,38.9,2.1,35.4,245,http://dbpedia.org/resource/Centrica,mid,high,mid,mid,low
1029,Compass_Group,Restaurants,United_Kingdom,23.1,27.3,1.0,14.4,471,http://dbpedia.org/resource/Compass_Group,mid,mid,mid,mid,low
1030,Delphi_Automotive,Auto_&_Truck_Parts,United_Kingdom,13.6,15.5,1.1,10.2,679,http://dbpedia.org/resource/Delphi_Automotive,mid,mid,mid,mid,low
1031,Diageo,Beverages,United_Kingdom,76.4,16.9,3.0,34.5,242,http://dbpedia.org/resource/Diageo,high,mid,high,mid,low
1032,Dixons_Retail,Computer_&_Electronics_Retail,United_Kingdom,1.9,13.3,-0.3,4.7,1892,http://dbpedia.org/resource/Dixons_Retail,low,mid,low,mid,high
1033,EasyJet,Airline,United_Kingdom,6.4,6.2,0.4,6.9,1517,http://dbpedia.org/resource/EasyJet,low,low,mid,mid,high
1034,Ensco,Oil_Services_&_Equipment,United_Kingdom,14.1,6.8,1.8,18.5,642,http://dbpedia.org/resource/Ensco,mid,low,mid,mid,low
1035,Essar_Energy,Oil_&_Gas_Operations,United_Kingdom,2.9,16.7,-0.6,17.4,1318,http://dbpedia.org/resource/Essar_Energy,low,mid,low,mid,high
1036,Eurasian_Natural_Resources,Diversified_Metals_&_Mining,United_Kingdom,6.8,6.3,-0.8,20.2,1350,http://dbpedia.org/resource/Eurasian_Natural_Resources,low,low,low,mid,high
1037,Evraz_Group,Iron_&_Steel,United_Kingdom,5.4,16.4,0.5,17.0,923,http://dbpedia.org/resource/Evraz_Group,low,mid,mid,mid,mid
1038,FirstGroup,Other_Transportation,United_Kingdom,1.5,10.7,0.3,8.4,1671,http://dbpedia.org/resource/FirstGroup,low,mid,mid,mid,high
1039,G4S,Security_Systems,United_Kingdom,6.4,11.9,0.1,9.1,1498,http://dbpedia.org/resource/G4S,low,mid,low,mid,high
1040,GKN,Auto_&_Truck_Parts,United_Kingdom,6.8,10.6,0.8,9.7,979,http://dbpedia.org/resource/GKN,low,mid,mid,mid,mid
1041,GlaxoSmithKline,Pharmaceuticals,United_Kingdom,111.1,43.0,7.4,63.5,112,http://dbpedia.org/resource/GlaxoSmithKline,high,high,high,mid,low
1042,HSBC_Holdings,Major_Banks,United_Kingdom,201.3,104.9,14.3,2684.1,6,http://dbpedia.org/resource/HSBC_Holdings,high,high,high,high,low
1043,ICAP,Investment_Services,United_Kingdom,3.2,2.7,0.2,129.9,1554,http://dbpedia.org/resource/ICAP,low,low,mid,mid,high
1044,IMI,Other_Industrial_Equipment,United_Kingdom,6.6,3.5,0.4,2.8,1987,http://dbpedia.org/resource/IMI,low,low,mid,mid,high
1045,Imperial_Tobacco_Group,Tobacco,United_Kingdom,35.2,23.7,1.1,44.4,296,http://dbpedia.org/resource/Imperial_Tobacco_Group,high,mid,mid,mid,low
1046,Inchcape,Specialty_Stores,United_Kingdom,3.6,9.6,0.3,5.5,1843,http://dbpedia.org/resource/Inchcape,low,mid,mid,mid,high
1047,InterContinental_Hotels,Hotels_&_Motels,United_Kingdom,8.1,1.9,0.6,3.1,1540,http://dbpedia.org/resource/InterContinental_Hotels,low,low,mid,mid,high
1048,Investec,Investment_Services,United_Kingdom,6.5,5.8,0.4,82.1,924,http://dbpedia.org/resource/Investec,low,low,mid,mid,mid
1049,ITV,Broadcasting_&_Cable,United_Kingdom,7.8,3.6,0.4,4.4,1704,http://dbpedia.org/resource/ITV,low,low,mid,mid,high
1050,J_Sainsbury,Food_Retail,United_Kingdom,10.4,35.7,1.0,19.7,520,http://dbpedia.org/resource/J_Sainsbury,mid,high,mid,mid,low
1051,Johnson_Matthey,Diversified_Chemicals,United_Kingdom,7.5,19.3,0.5,5.2,1006,http://dbpedia.org/resource/Johnson_Matthey,low,mid,mid,mid,mid
1052,Kingfisher,Home_Improvement_Retail,United_Kingdom,10.3,16.8,0.9,15.6,643,http://dbpedia.org/resource/Kingfisher,mid,mid,mid,mid,low
1053,Land_Securities_Group,Real_Estate,United_Kingdom,9.8,1.1,0.8,17.3,999,http://dbpedia.org/resource/Land_Securities_Group,low,low,mid,mid,mid
1054,Legal_&_General_Group,Life_&_Health_Insurance,United_Kingdom,15.5,56.9,1.3,562.9,208,http://dbpedia.org/resource/Legal_&_General_Group,mid,high,mid,high,low
1055,Lloyds_Banking_Group,Major_Banks,United_Kingdom,53.8,75.6,-2.3,1495.9,390,http://dbpedia.org/resource/Lloyds_Banking_Group,high,high,low,high,low
1056,London_Stock_Exchange,Investment_Services,United_Kingdom,5.7,1.1,0.8,163.6,900,http://dbpedia.org/resource/London_Stock_Exchange,low,low,mid,mid,mid
1057,Marks_&_Spencer,Department_Stores,United_Kingdom,9.1,15.9,0.8,11.6,759,http://dbpedia.org/resource/Marks_&_Spencer,low,mid,mid,mid,mid
1058,Mondi,Paper_&_Paper_Products,United_Kingdom,6.4,7.7,0.3,8.7,1487,http://dbpedia.org/resource/Mondi,low,low,mid,mid,high
1059,National_Grid,Natural_Gas_Utilities,United_Kingdom,40.7,21.7,3.3,75.6,179,http://dbpedia.org/resource/National_Grid,high,mid,high,mid,low
1060,Next,Apparel/Footwear_Retail,United_Kingdom,10.0,5.6,0.8,3.0,1120,http://dbpedia.org/resource/Next,mid,low,mid,mid,mid
1061,Old_Mutual,Investment_Services,United_Kingdom,15.5,32.2,1.9,230.4,224,http://dbpedia.org/resource/Old_Mutual,mid,mid,mid,high,low
1062,Pearson,Printing_&_Publishing,United_Kingdom,14.9,8.2,0.5,18.1,753,http://dbpedia.org/resource/Pearson,mid,low,mid,mid,mid
1063,Petrofac,Oil_Services_&_Equipment,United_Kingdom,8.1,6.5,0.6,5.3,1202,http://dbpedia.org/resource/Petrofac,low,low,mid,mid,high
1064,Prudential,Life_&_Health_Insurance,United_Kingdom,44.7,90.2,3.6,489.4,65,http://dbpedia.org/resource/Prudential,high,high,high,high,low
1065,Reed_Elsevier,Printing_&_Publishing,United_Kingdom,25.6,9.9,1.7,17.9,502,http://dbpedia.org/resource/Reed_Elsevier,mid,mid,mid,mid,low
1066,Rexam,Containers_&_Packaging,United_Kingdom,6.3,7.0,0.3,9.9,1414,http://dbpedia.org/resource/Rexam,low,low,mid,mid,high
1067,Rio_Tinto,Diversified_Metals_&_Mining,United_Kingdom,98.5,51.0,-3.0,117.6,435,http://dbpedia.org/resource/Rio_Tinto,high,high,low,mid,low
1068,Royal_Bank_of_Scotland,Major_Banks,United_Kingdom,52.0,42.1,-9.4,2133.1,420,http://dbpedia.org/resource/Royal_Bank_of_Scotland,high,high,low,high,low
1069,RSA_Insurance_Group,Property_&_Casualty_Insurance,United_Kingdom,6.3,14.4,0.6,33.4,731,http://dbpedia.org/resource/RSA_Insurance_Group,low,mid,mid,mid,low
1070,SABMiller,Beverages,United_Kingdom,84.1,16.7,4.3,55.0,188,http://dbpedia.org/resource/SABMiller,high,mid,high,mid,low
1071,Sage_Group,Software_&_Programming,United_Kingdom,6.1,2.2,0.5,4.0,1813,http://dbpedia.org/resource/Sage_Group,low,low,mid,mid,high
1072,Schroders,Investment_Services,United_Kingdom,9.2,2.3,0.4,23.8,1098,http://dbpedia.org/resource/Schroders,low,low,mid,mid,mid
1073,Serco_Group,Business_&_Personal_Services,United_Kingdom,4.7,7.8,0.4,5.3,1647,http://dbpedia.org/resource/Serco_Group,low,low,mid,mid,high
1074,Severn_Trent,Diversified_Utilities,United_Kingdom,5.9,2.8,0.3,12.3,1941,http://dbpedia.org/resource/Severn_Trent,low,low,mid,mid,high
1075,Smith_&_Nephew,Medical_Equipment_&_Supplies,United_Kingdom,10.2,4.2,0.7,5.5,1283,http://dbpedia.org/resource/Smith_&_Nephew,mid,low,mid,mid,high
1076,Smiths_Group,Conglomerates,United_Kingdom,7.8,4.7,0.4,5.3,1602,http://dbpedia.org/resource/Smiths_Group,low,low,mid,mid,high
1077,SSE,Electric_Utilities,United_Kingdom,21.2,50.8,0.3,31.1,539,http://dbpedia.org/resource/SSE,mid,high,mid,mid,low
1078,Standard_Chartered,Major_Banks,United_Kingdom,64.4,26.9,4.9,636.5,98,http://dbpedia.org/resource/Standard_Chartered,high,mid,high,high,low
1079,Standard_Life,Life_&_Health_Insurance,United_Kingdom,13.5,31.2,1.1,283.0,287,http://dbpedia.org/resource/Standard_Life,mid,mid,mid,high,low
1080,Subsea_7,Oil_Services_&_Equipment,United_Kingdom,8.3,6.3,0.8,10.5,1013,http://dbpedia.org/resource/Subsea_7,low,low,mid,mid,mid
1081,Tate_&_Lyle,Food_Processing,United_Kingdom,5.8,4.9,0.5,4.6,1654,http://dbpedia.org/resource/Tate_&_Lyle,low,low,mid,mid,high
1082,Tesco,Food_Retail,United_Kingdom,46.9,102.8,4.5,81.1,105,http://dbpedia.org/resource/Tesco,high,high,high,mid,low
1083,Thomas_Cook_Group,Business_&_Personal_Services,United_Kingdom,1.6,15.3,-0.9,9.2,1683,http://dbpedia.org/resource/Thomas_Cook_Group,low,mid,low,mid,high
1084,Travis_Perkins,Home_Improvement_Retail,United_Kingdom,5.0,7.9,0.4,7.1,1526,http://dbpedia.org/resource/Travis_Perkins,low,low,mid,mid,high
1085,Tullow_Oil,Oil_&_Gas_Operations,United_Kingdom,17.2,2.4,0.6,9.4,1133,http://dbpedia.org/resource/Tullow_Oil,mid,low,mid,mid,high
1086,United_Utilities,Diversified_Utilities,United_Kingdom,7.1,2.5,0.5,16.0,1277,http://dbpedia.org/resource/United_Utilities,low,low,mid,mid,high
1087,Vedanta_Resources,Diversified_Metals_&_Mining,United_Kingdom,4.7,14.0,0.1,45.4,1076,http://dbpedia.org/resource/Vedanta_Resources,low,mid,low,mid,mid
1088,Vesuvius,Iron_&_Steel,United_Kingdom,1.7,2.5,0.9,3.0,1812,http://dbpedia.org/resource/Vesuvius,low,low,mid,mid,high
1089,Vodafone,Telecommunications_services,United_Kingdom,135.7,74.4,11.1,219.9,33,http://dbpedia.org/resource/Vodafone,high,high,high,high,low
1090,Weir_Group,Other_Industrial_Equipment,United_Kingdom,7.9,4.1,0.5,5.3,1551,http://dbpedia.org/resource/Weir_Group,low,low,mid,mid,high
1091,Whitbread,Hotels_&_Motels,United_Kingdom,7.0,2.8,0.4,4.7,1778,http://dbpedia.org/resource/Whitbread,low,low,mid,mid,high
1092,Willis_Group_Holdings,Insurance_Brokers,United_Kingdom,6.6,3.5,-0.4,15.1,1854,http://dbpedia.org/resource/Willis_Group_Holdings,low,low,low,mid,high
1093,Wm_Morrison_Supermarkets,Food_Retail,United_Kingdom,9.5,28.8,1.0,16.6,576,http://dbpedia.org/resource/Wm_Morrison_Supermarkets,low,mid,mid,mid,low
1094,WPP,Advertising,United_Kingdom,20.7,16.9,1.3,40.3,355,http://dbpedia.org/resource/WPP,mid,mid,mid,mid,low
1095,3M,Conglomerates,United_States,73.4,29.9,4.4,33.9,193,http://dbpedia.org/resource/3M,high,mid,high,mid,low
1096,Abbott_Laboratories,Pharmaceuticals,United_States,53.6,39.9,6.0,67.2,123,http://dbpedia.org/resource/Abbott_Laboratories,high,high,high,mid,low
1097,AbbVie,Pharmaceuticals,United_States,60.9,18.0,5.3,27.0,257,http://dbpedia.org/resource/AbbVie,high,mid,high,mid,low
1098,Actavis,Pharmaceuticals,United_States,11.7,5.9,0.1,14.1,1291,http://dbpedia.org/resource/Actavis,mid,low,low,mid,high
1099,Adobe_Systems,Software_&_Programming,United_States,20.6,4.4,0.7,10.2,995,http://dbpedia.org/resource/Adobe_Systems,mid,low,mid,mid,mid
1100,ADT,Security_Systems,United_States,11.5,3.2,0.4,9.5,1415,http://dbpedia.org/resource/ADT,mid,low,mid,mid,high
1101,Advance_Auto_Parts,Specialty_Stores,United_States,5.9,6.2,0.4,4.6,1615,http://dbpedia.org/resource/Advance_Auto_Parts,low,low,mid,mid,high
1102,AES,Electric_Utilities,United_States,9.3,18.1,-0.9,41.8,806,http://dbpedia.org/resource/AES,low,mid,low,mid,mid
1103,Aetna,Managed_Health_Care,United_States,16.7,36.6,1.7,41.5,312,http://dbpedia.org/resource/Aetna,mid,high,mid,mid,low
1104,Aflac,Life_&_Health_Insurance,United_States,23.9,25.4,2.9,131.1,186,http://dbpedia.org/resource/Aflac,mid,mid,high,mid,low
1105,AGCO,Heavy_Equipment,United_States,5.3,10.0,0.5,7.7,1314,http://dbpedia.org/resource/AGCO,low,mid,mid,mid,high
1106,Agilent_Technologies,Electronics,United_States,14.9,6.9,1.1,10.7,804,http://dbpedia.org/resource/Agilent_Technologies,mid,low,mid,mid,mid
1107,Air_Products_&_Chemicals,Specialized_Chemicals,United_States,18.7,9.9,1.2,17.4,578,http://dbpedia.org/resource/Air_Products_&_Chemicals,mid,mid,mid,mid,low
1108,Airgas,Specialized_Chemicals,United_States,7.9,4.9,0.3,5.5,1667,http://dbpedia.org/resource/Airgas,low,low,mid,mid,high
1109,Alcoa,Aluminum,United_States,9.2,23.7,0.2,40.2,794,http://dbpedia.org/resource/Alcoa,low,mid,mid,mid,mid
1110,Alexander's,Real_Estate,United_States,1.7,0.2,0.7,1.5,1990,http://dbpedia.org/resource/Alexander's,low,low,mid,mid,high
1111,Alexion_Pharmaceuticals,Biotechs,United_States,18.2,1.1,0.3,2.6,1679,http://dbpedia.org/resource/Alexion_Pharmaceuticals,mid,low,mid,mid,high
1112,Alleghany,Property_&_Casualty_Insurance,United_States,6.4,4.8,0.7,22.8,1025,http://dbpedia.org/resource/Alleghany,low,low,mid,mid,mid
1113,Allergan,Pharmaceuticals,United_States,32.7,5.8,1.1,9.2,805,http://dbpedia.org/resource/Allergan,mid,low,mid,mid,mid
1114,Alliance_Data_Systems,Business_&_Personal_Services,United_States,7.9,3.6,0.4,12.0,1434,http://dbpedia.org/resource/Alliance_Data_Systems,low,low,mid,mid,high
1115,Alliant_Energy,Electric_Utilities,United_States,5.4,3.1,0.3,10.8,1932,http://dbpedia.org/resource/Alliant_Energy,low,low,mid,mid,high
1116,Allstate,Diversified_Insurance,United_States,22.9,33.3,2.3,126.9,183,http://dbpedia.org/resource/Allstate,mid,mid,mid,mid,low
1117,Alpha_Natural_Resources,Diversified_Metals_&_Mining,United_States,1.9,7.0,-2.4,13.1,1847,http://dbpedia.org/resource/Alpha_Natural_Resources,low,low,low,mid,high
1118,Altera,Semiconductors,United_States,11.2,1.8,0.6,4.7,1398,http://dbpedia.org/resource/Altera,mid,low,mid,mid,high
1119,Altria_Group,Tobacco,United_States,67.7,17.5,4.2,35.3,232,http://dbpedia.org/resource/Altria_Group,high,mid,high,mid,low
1120,Amazon.com,Internet_&_Catalog_Retail,United_States,119.0,61.1,0.0,32.6,525,http://dbpedia.org/resource/Amazon.com,high,high,low,mid,low
1121,Ambac_Financial_Group,Diversified_Insurance,United_States,0.0,0.7,-0.3,27.0,1957,http://dbpedia.org/resource/Ambac_Financial_Group,low,low,low,mid,high
1122,Ameren,Electric_Utilities,United_States,8.3,6.8,-1.0,21.8,1195,http://dbpedia.org/resource/Ameren,low,low,low,mid,high
1123,American_Electric,Electric_Utilities,United_States,23.3,14.9,1.3,54.4,339,http://dbpedia.org/resource/American_Electric,mid,mid,mid,mid,low
1124,American_Express,Consumer_Financial_Services,United_States,73.0,33.8,4.5,153.1,108,http://dbpedia.org/resource/American_Express,high,high,high,mid,low
1125,American_Financial_Group,Diversified_Insurance,United_States,4.2,5.1,0.5,39.2,1170,http://dbpedia.org/resource/American_Financial_Group,low,low,mid,mid,high
1126,American_International_Group,Diversified_Insurance,United_States,57.5,65.7,3.4,548.6,62,http://dbpedia.org/resource/American_International_Group,high,high,high,high,low
1127,American_Water_Works,Diversified_Utilities,United_States,7.1,2.9,0.4,14.7,1470,http://dbpedia.org/resource/American_Water_Works,low,low,mid,mid,high
1128,Ameriprise_Financial,Investment_Services,United_States,15.1,10.3,1.0,134.7,409,http://dbpedia.org/resource/Ameriprise_Financial,mid,mid,mid,mid,low
1129,AmerisourceBergen,Pharmaceuticals,United_States,11.3,80.6,0.7,15.5,558,http://dbpedia.org/resource/AmerisourceBergen,mid,high,mid,mid,low
1130,Ametek,Electrical_Equipment,United_States,10.4,3.3,0.5,5.2,1510,http://dbpedia.org/resource/Ametek,mid,low,mid,mid,high
1131,Amgen,Biotechs,United_States,68.7,17.3,4.3,54.3,192,http://dbpedia.org/resource/Amgen,high,mid,high,mid,low
1132,Amphenol,Electronics,United_States,11.6,4.3,0.6,5.2,1335,http://dbpedia.org/resource/Amphenol,mid,low,mid,mid,high
1133,AMR,Airline,United_States,1.3,24.9,-1.9,23.5,1141,http://dbpedia.org/resource/AMR,low,mid,low,mid,high
1134,Anadarko_Petroleum,Oil_&_Gas_Operations,United_States,42.7,13.4,2.4,52.6,267,http://dbpedia.org/resource/Anadarko_Petroleum,high,mid,mid,mid,low
1135,Analog_Devices,Semiconductors,United_States,13.9,2.7,0.6,5.7,1269,http://dbpedia.org/resource/Analog_Devices,mid,low,mid,mid,high
1136,AOL,Computer_Services,United_States,2.6,2.2,1.0,2.8,1768,http://dbpedia.org/resource/AOL,low,low,mid,mid,high
1137,Apache,Oil_&_Gas_Operations,United_States,29.6,17.1,2.0,60.7,253,http://dbpedia.org/resource/Apache,mid,mid,mid,mid,low
1138,Apple,Computer_Hardware,United_States,416.6,164.7,41.7,196.1,15,http://dbpedia.org/resource/Apple,high,high,high,high,low
1139,Applied_Materials,Semiconductors,United_States,16.0,8.1,0.0,11.7,1143,http://dbpedia.org/resource/Applied_Materials,mid,low,low,mid,high
1140,Archer_Daniels_Midland,Food_Processing,United_States,21.7,90.6,1.4,45.1,237,http://dbpedia.org/resource/Archer_Daniels_Midland,mid,high,mid,mid,low
1141,Arrow_Electronics,Electronics,United_States,4.4,20.4,0.5,10.8,1083,http://dbpedia.org/resource/Arrow_Electronics,low,mid,mid,mid,mid
1142,Ashland,Specialized_Chemicals,United_States,6.4,8.1,0.1,12.4,1466,http://dbpedia.org/resource/Ashland,low,low,low,mid,high
1143,Assurant,Diversified_Insurance,United_States,3.5,8.5,0.5,28.9,1042,http://dbpedia.org/resource/Assurant,low,low,mid,mid,mid
1144,AT&T,Telecommunications_services,United_States,200.1,127.4,7.3,272.3,24,http://dbpedia.org/resource/AT&T,high,high,high,high,low
1145,AutoNation,Specialty_Stores,United_States,5.4,15.7,0.3,6.6,1390,http://dbpedia.org/resource/AutoNation,low,mid,mid,mid,high
1146,AutoZone,Specialty_Stores,United_States,14.1,8.7,1.0,6.7,872,http://dbpedia.org/resource/AutoZone,mid,low,mid,mid,mid
1147,Avis_Budget_Group,Rental_&_Leasing,United_States,3.0,7.4,0.3,15.2,1541,http://dbpedia.org/resource/Avis_Budget_Group,low,low,mid,mid,high
1148,Avnet,Electronics,United_States,5.0,25.2,0.5,10.6,997,http://dbpedia.org/resource/Avnet,low,mid,mid,mid,mid
1149,Avon_Products,Household/Personal_Care,United_States,8.7,10.7,0.0,7.4,1455,http://dbpedia.org/resource/Avon_Products,low,mid,low,mid,high
1150,Baker_Hughes,Oil_Services_&_Equipment,United_States,21.2,21.4,1.3,26.7,375,http://dbpedia.org/resource/Baker_Hughes,mid,mid,mid,mid,low
1151,Ball,Containers_&_Packaging,United_States,6.9,8.7,0.4,7.5,1339,http://dbpedia.org/resource/Ball,low,low,mid,mid,high
1152,Bank_of_America,Major_Banks,United_States,135.5,100.1,4.2,2210.0,28,http://dbpedia.org/resource/Bank_of_America,high,high,high,high,low
1153,Bank_of_New_York_Mellon,Major_Banks,United_States,33.5,15.1,2.4,359.0,195,http://dbpedia.org/resource/Bank_of_New_York_Mellon,mid,mid,mid,high,low
1154,Baxter_International,Medical_Equipment_&_Supplies,United_States,37.9,14.2,2.3,20.4,371,http://dbpedia.org/resource/Baxter_International,high,mid,mid,mid,low
1155,BB&T,Regional_Banks,United_States,21.7,10.7,2.0,183.9,310,http://dbpedia.org/resource/BB&T,mid,mid,mid,high,low
1156,Beam,Beverages,United_States,10.1,2.5,0.4,8.6,1559,http://dbpedia.org/resource/Beam,mid,low,mid,mid,high
1157,Becton_Dickinson,Medical_Equipment_&_Supplies,United_States,17.9,7.8,1.5,11.6,698,http://dbpedia.org/resource/Becton_Dickinson,mid,low,mid,mid,low
1158,Bed_Bath_&_Beyond,Specialty_Stores,United_States,13.8,10.2,1.0,6.4,825,http://dbpedia.org/resource/Bed_Bath_&_Beyond,mid,mid,mid,mid,mid
1159,Berkshire_Hathaway,Investment_Services,United_States,252.8,162.5,14.8,427.5,9,http://dbpedia.org/resource/Berkshire_Hathaway,high,high,high,high,low
1160,Best_Buy,Computer_&_Electronics_Retail,United_States,7.2,49.6,-0.2,16.8,944,http://dbpedia.org/resource/Best_Buy,low,high,low,mid,mid
1161,Biogen_Idec,Biotechs,United_States,41.8,5.5,1.4,10.1,748,http://dbpedia.org/resource/Biogen_Idec,high,low,mid,mid,mid
1162,BlackRock,Investment_Services,United_States,44.2,9.3,2.5,200.5,256,http://dbpedia.org/resource/BlackRock,high,mid,mid,high,low
1163,Boeing,Aerospace_&_Defense,United_States,65.4,81.7,3.9,88.9,96,http://dbpedia.org/resource/Boeing,high,high,high,mid,low
1164,BorgWarner,Auto_&_Truck_Parts,United_States,9.2,7.2,0.5,6.4,1215,http://dbpedia.org/resource/BorgWarner,low,low,mid,mid,high
1165,Boston_Properties,Real_Estate,United_States,16.0,1.9,0.3,15.5,1264,http://dbpedia.org/resource/Boston_Properties,mid,low,mid,mid,high
1166,Boston_Scientific,Medical_Equipment_&_Supplies,United_States,10.0,7.2,-4.1,17.2,1169,http://dbpedia.org/resource/Boston_Scientific,mid,low,low,mid,high
1167,Bristol-Myers_Squibb,Pharmaceuticals,United_States,63.8,17.6,2.0,35.9,262,http://dbpedia.org/resource/Bristol-Myers_Squibb,high,mid,mid,mid,low
1168,Broadcom,Semiconductors,United_States,19.7,8.0,0.7,11.2,787,http://dbpedia.org/resource/Broadcom,mid,low,mid,mid,mid
1169,Brown-Forman,Beverages,United_States,14.7,2.4,0.4,3.5,1472,http://dbpedia.org/resource/Brown-Forman,mid,low,mid,mid,high
1170,CA,Software_&_Programming,United_States,11.6,4.7,0.9,11.6,993,http://dbpedia.org/resource/CA,mid,low,mid,mid,mid
1171,Cabot_Oil_&_Gas,Oil_&_Gas_Operations,United_States,14.1,1.2,0.1,4.6,1869,http://dbpedia.org/resource/Cabot_Oil_&_Gas,mid,low,low,mid,high
1172,Caesars_Entertainment,Casinos_&_Gaming,United_States,2.1,8.6,-1.5,28.0,1393,http://dbpedia.org/resource/Caesars_Entertainment,low,low,low,mid,high
1173,Calpine,Electric_Utilities,United_States,9.2,5.5,0.2,16.5,1357,http://dbpedia.org/resource/Calpine,low,low,mid,mid,high
